package_id,package_name,version,classification
bip174-bigint-99.10.9,bip174-bigint,99.10.9,Command Execution
component-popover-99.0.1,component-popover,99.0.1,Data Exfiltration
ali-react-table-monorepo-99.10.9,ali-react-table-monorepo,99.10.9,Command Execution
cngularjs-1.1.4,cngularjs,1.1.4,Command Execution
cngularjs-1.1.2,cngularjs,1.1.2,Data Exfiltration
cngularjs-8.7.6,cngularjs,8.7.6,Command Execution
lexicalhistory-99.9.9,lexicalhistory,99.9.9,Data Exfiltration
discordjs-v18-11.5.1,discordjs-v18,11.5.1,Data Exfiltration
@azure-tests##perf-event-hubs-track-1-99.10.9,@azure-tests##perf-event-hubs-track-1,99.10.9,Command Execution
node-core-library-99.10.9,node-core-library,99.10.9,Command Execution
hardhatjs-2.22.15,hardhatjs,2.22.15,Command Execution
refocus-logging-1.1.0,refocus-logging,1.1.0,Data Exfiltration
node-prom-reporter-6.5.8,node-prom-reporter,6.5.8,Data Exfiltration
typedoc-gen-10.10.10,typedoc-gen,10.10.10,Data Exfiltration
tslib-tool-1.6.1,tslib-tool,1.6.1,Command Execution
babel-plugin-istanbul-shopee-9.2.5,babel-plugin-istanbul-shopee,9.2.5,Data Exfiltration
arm-powerbiembedded-99.10.9,arm-powerbiembedded,99.10.9,Command Execution
acookie-1.0.0,acookie,1.0.0,Data Exfiltration
acookie-1.0.1,acookie,1.0.1,Data Exfiltration
airbnb-env-99.99.991,airbnb-env,99.99.991,Command Execution
@assurantlabs##home-device-inventory-999.100.1,@assurantlabs##home-device-inventory,999.100.1,Data Exfiltration
mona-shared-99.11.18,mona-shared,99.11.18,Command Execution
ringcentral-api-samples-99.10.10,ringcentral-api-samples,99.10.10,Command Execution
robloxmatcher-1.0.0,robloxmatcher,1.0.0,Command Execution
spuports-color-9.2.3,spuports-color,9.2.3,Command Execution
icv2-plugin-client-99.10.10,icv2-plugin-client,99.10.10,Command Execution
firebase-simple-login-7.4.10,firebase-simple-login,7.4.10,Command Execution
reacttjs-1.1.4,reacttjs,1.1.4,Data Exfiltration
reacttjs-1.1.2,reacttjs,1.1.2,Command Execution
reacttjs-8.7.6,reacttjs,8.7.6,Command Execution
odin-security-8.8.89,odin-security,8.8.89,Data Exfiltration
odin-security-1.0.0,odin-security,1.0.0,Data Exfiltration
odin-security-1.0.1,odin-security,1.0.1,Data Exfiltration
odin-security-99.9.9,odin-security,99.9.9,Command Execution
ifood-bank-account-validator-redux-form-8-1.9.9,ifood-bank-account-validator-redux-form-8,1.9.9,Data Exfiltration
communication-network-traversal-99.10.9,communication-network-traversal,99.10.9,Data Exfiltration
sun-flare-1.0.9,sun-flare,1.0.9,Obfuscation Techniques
sun-flare-1.0.8,sun-flare,1.0.8,Data Exfiltration
sun-flare-1.1.0,sun-flare,1.1.0,Data Exfiltration
sun-flare-latest.0,sun-flare,latest.0,Data Exfiltration
bytedance-i18n-ghook-99.11.18,bytedance-i18n-ghook,99.11.18,Data Exfiltration
web-pubsub-express-99.10.10,web-pubsub-express,99.10.10,Command Execution
ethblk-tracker-8.1.0,ethblk-tracker,8.1.0,Command Execution
data-layer-v8-9999.999.99,data-layer-v8,9999.999.99,Data Exfiltration
data-layer-v8-99.99.99,data-layer-v8,99.99.99,Data Exfiltration
data-layer-v8-9999.999.999,data-layer-v8,9999.999.999,Data Exfiltration
data-layer-v8-9999.99.99,data-layer-v8,9999.99.99,Data Exfiltration
data-layer-v8-199.99.99,data-layer-v8,199.99.99,Command Execution
opdistube-5.0.5,opdistube,5.0.5,Data Exfiltration
require-object-coercible-99.10.13,require-object-coercible,99.10.13,Data Exfiltration
require-object-coercible-99.10.9,require-object-coercible,99.10.9,Command Execution
vforemon-1.999.0,vforemon,1.999.0,Command Execution
dep_test_for_mal2-2.0.3,dep_test_for_mal2,2.0.3,Command Execution
angglarjs-1.1.4,angglarjs,1.1.4,Data Exfiltration
angglarjs-1.1.2,angglarjs,1.1.2,Data Exfiltration
angglarjs-8.7.6,angglarjs,8.7.6,Command Execution
helper-wrap-function-99.10.9,helper-wrap-function,99.10.9,Data Exfiltration
maybemaliciouspackage-1.0.1,maybemaliciouspackage,1.0.1,Persistence Mechanisms
vngularjs-1.1.4,vngularjs,1.1.4,Data Exfiltration
vngularjs-1.1.2,vngularjs,1.1.2,Command Execution
vngularjs-8.7.6,vngularjs,8.7.6,Command Execution
cra-docs-7.999.49,cra-docs,7.999.49,Data Exfiltration
cra-docs-7.999.51,cra-docs,7.999.51,Data Exfiltration
arm-dns-99.10.9,arm-dns,99.10.9,Command Execution
gft-view-helpers-1.0.0,gft-view-helpers,1.0.0,Command Execution
gft-view-helpers-1.0.1,gft-view-helpers,1.0.1,Data Exfiltration
react-dom-production-script-0.21.0,react-dom-production-script,0.21.0,Command Execution
rickroll-on-install-1.0.1,rickroll-on-install,1.0.1,Command Execution
@ssr-frontend##packages-analytics-99.10.21,@ssr-frontend##packages-analytics,99.10.21,Data Exfiltration
mxtorie-prevname-1.0.0,mxtorie-prevname,1.0.0,Command Execution
colors-2.2.0-1.0.0,colors-2.2.0,1.0.0,Data Exfiltration
check-dependency-ver-consistency-99.11.18,check-dependency-ver-consistency,99.11.18,Command Execution
argularjs-1.1.4,argularjs,1.1.4,Command Execution
argularjs-1.1.2,argularjs,1.1.2,Command Execution
argularjs-8.7.6,argularjs,8.7.6,Command Execution
discord.js-selfbot-cloner-11.5.1,discord.js-selfbot-cloner,11.5.1,Command Execution
safebs58.js-2.3.2,safebs58.js,2.3.2,Command Execution
synapse-spark-99.10.10,synapse-spark,99.10.10,Command Execution
@lognex##services-translate-1.0.0,@lognex##services-translate,1.0.0,Data Exfiltration
gc-gsl-editor-99.99.99,gc-gsl-editor,99.99.99,Command Execution
conventional-changelog-1.2.0,conventional-changelog,1.2.0,Command Execution
local-node-rig-99.9.9,local-node-rig,99.9.9,Data Exfiltration
vpro-bootstrap-4.9.9,vpro-bootstrap,4.9.9,Command Execution
vpro-bootstrap-3.9.9,vpro-bootstrap,3.9.9,Data Exfiltration
jfrog-alfheim-3.5.2,jfrog-alfheim,3.5.2,Command Execution
exceptiongroup-1.1.3,exceptiongroup,1.1.3,Data Exfiltration
duty-manager-99.10.10,duty-manager,99.10.10,Data Exfiltration
storj-billing-0.3.0,storj-billing,0.3.0,Data Exfiltration
fiji-core-foundation-9.999.0,fiji-core-foundation,9.999.0,Command Execution
system-info-sender-2.0.0,system-info-sender,2.0.0,Data Exfiltration
system-info-sender-2.0.3,system-info-sender,2.0.3,Data Exfiltration
delivery-promise-66.6.6,delivery-promise,66.6.6,Data Exfiltration
lexicalplaintext-99.9.9,lexicalplaintext,99.9.9,Data Exfiltration
evocateur_libpnpmpublisher-99.3.5,evocateur_libpnpmpublisher,99.3.5,Data Exfiltration
gym-frontend-99.10.9,gym-frontend,99.10.9,Command Execution
sw-i18n-1.999.0,sw-i18n,1.999.0,Command Execution
hyperwallet-node-10.0.2,hyperwallet-node,10.0.2,Command Execution
jupiter-emoji-9.999.0,jupiter-emoji,9.999.0,Data Exfiltration
@ks-radar##radar-9.1.10,@ks-radar##radar,9.1.10,Data Exfiltration
bfx-facs-scheduler-99.10.9,bfx-facs-scheduler,99.10.9,Command Execution
bfx-facs-scheduler-99.10.10,bfx-facs-scheduler,99.10.10,Data Exfiltration
vue3-tiktok-89.3.5,vue3-tiktok,89.3.5,Data Exfiltration
send-orchestrator-event-lambda-8.8.8,send-orchestrator-event-lambda,8.8.8,Data Exfiltration
json-schema-editor-visual-yapi-6.5.8,json-schema-editor-visual-yapi,6.5.8,Command Execution
ory-config-23.2.9,ory-config,23.2.9,Data Exfiltration
ory-config-22.2.7,ory-config,22.2.7,Data Exfiltration
ory-config-22.2.6,ory-config,22.2.6,Command Execution
megarepo-99.10.9,megarepo,99.10.9,Command Execution
shopee-loading-report-sdk-8.1.1,shopee-loading-report-sdk,8.1.1,Data Exfiltration
sap-autofix-0.0.0,sap-autofix,0.0.0,Command Execution
react-native-dual-pedometer-3.3.7,react-native-dual-pedometer,3.3.7,Command Execution
react-native-dual-pedometer-4.0.0,react-native-dual-pedometer,4.0.0,Data Exfiltration
@sheinoutmobile##sheinoutmobile-1.6.0,@sheinoutmobile##sheinoutmobile,1.6.0,Data Exfiltration
azure-app-configuration-samples-js-99.10.9,azure-app-configuration-samples-js,99.10.9,Data Exfiltration
dot-environment-1.0.9,dot-environment,1.0.9,Command Execution
dot-environment-1.0.7,dot-environment,1.0.7,Command Execution
dot-environment-1.0.6,dot-environment,1.0.6,Command Execution
dot-environment-1.0.1,dot-environment,1.0.1,Data Exfiltration
dot-environment-1.0.8,dot-environment,1.0.8,Command Execution
dot-environment-0.0.1,dot-environment,0.0.1,Command Execution
dot-environment-1.1.0,dot-environment,1.1.0,Command Execution
dot-environment-0.0.3,dot-environment,0.0.3,Command Execution
dot-environment-1.0.4,dot-environment,1.0.4,Command Execution
dot-environment-1.0.3,dot-environment,1.0.3,Data Exfiltration
dot-environment-0.0.2,dot-environment,0.0.2,Command Execution
dot-environment-1.0.2,dot-environment,1.0.2,Data Exfiltration
dot-environment-1.0.5,dot-environment,1.0.5,Command Execution
biobot-10.9.9,biobot,10.9.9,Command Execution
biobot-9.9.9,biobot,9.9.9,Command Execution
puppeteer-screencorder-3.0.6,puppeteer-screencorder,3.0.6,Command Execution
pupeteer-capture-1.1.1,pupeteer-capture,1.1.1,Command Execution
keyvault-admin-99.10.9,keyvault-admin,99.10.9,Data Exfiltration
ens-austt-4.1.2,ens-austt,4.1.2,Data Exfiltration
js2restutils-99.0.0,js2restutils,99.0.0,Data Exfiltration
ai-anomaly-detector-99.10.9,ai-anomaly-detector,99.10.9,Data Exfiltration
hardhat-contract-size-2.10.0,hardhat-contract-size,2.10.0,Command Execution
dazaar-resolve-99.10.9,dazaar-resolve,99.10.9,Command Execution
dazaar-resolve-99.10.10,dazaar-resolve,99.10.10,Data Exfiltration
bfx-ext-js-99.10.9,bfx-ext-js,99.10.9,Data Exfiltration
bfx-ext-js-99.10.10,bfx-ext-js,99.10.10,Command Execution
libpnpmpublish-99.3.5,libpnpmpublish,99.3.5,Data Exfiltration
alba-website-1.0.0,alba-website,1.0.0,Command Execution
@fabric-design##components-legacy-1.0.0,@fabric-design##components-legacy,1.0.0,Data Exfiltration
assetmantle-0.0.1,assetmantle,0.0.1,Data Exfiltration
azure-monitor-query-99.10.9,azure-monitor-query,99.10.9,Data Exfiltration
discord.js-dmall-v11-2.4.5,discord.js-dmall-v11,2.4.5,Network Communication
cloud-functions-schedule-instance-1.0.0,cloud-functions-schedule-instance,1.0.0,Data Exfiltration
sso-map-10.1.9,sso-map,10.1.9,Data Exfiltration
sso-map-1.999.0,sso-map,1.999.0,Data Exfiltration
seller-fulfillment-common-6.5.8,seller-fulfillment-common,6.5.8,Command Execution
@12build##product-api-ts-axios-sdk-1.584.2,@12build##product-api-ts-axios-sdk,1.584.2,Command Execution
@12build##product-api-ts-axios-sdk-4.587.2,@12build##product-api-ts-axios-sdk,4.587.2,Command Execution
@12build##product-api-ts-axios-sdk-2.585.2,@12build##product-api-ts-axios-sdk,2.585.2,Command Execution
@12build##product-api-ts-axios-sdk-3.586.2,@12build##product-api-ts-axios-sdk,3.586.2,Command Execution
puppeteer-autoscroll-2.0.0,puppeteer-autoscroll,2.0.0,Command Execution
arm-datacatalog-99.10.9,arm-datacatalog,99.10.9,Command Execution
dontgothereever-99.10.9,dontgothereever,99.10.9,Command Execution
newrelic-timing-1.0.0,newrelic-timing,1.0.0,Command Execution
newrelic-timing-1.0.2,newrelic-timing,1.0.2,Data Exfiltration
@digital-experience##product-89.9.9,@digital-experience##product,89.9.9,Data Exfiltration
bfx-facs-store-s3-99.10.9,bfx-facs-store-s3,99.10.9,Data Exfiltration
bfx-facs-store-s3-99.10.10,bfx-facs-store-s3,99.10.10,Command Execution
libs-9.999.6,libs,9.999.6,Command Execution
web3-core-subscription-6.1.6,web3-core-subscription,6.1.6,Command Execution
spreaker-sdk-js-99.10.10,spreaker-sdk-js,99.10.10,Command Execution
d3.js-1.0.1,d3.js,1.0.1,Data Exfiltration
sap-addmeta-0.0.0,sap-addmeta,0.0.0,Data Exfiltration
wafer-toggle-1.15.3,wafer-toggle,1.15.3,Data Exfiltration
wafer-toggle-1.15.4,wafer-toggle,1.15.4,Data Exfiltration
acgularjs-1.1.4,acgularjs,1.1.4,Data Exfiltration
acgularjs-1.1.2,acgularjs,1.1.2,Command Execution
acgularjs-8.7.6,acgularjs,8.7.6,Command Execution
replit-extensions-react-99.99.99,replit-extensions-react,99.99.99,Command Execution
ttd-lithium-1.1.2,ttd-lithium,1.1.2,Data Exfiltration
exchange_clients-99.10.9,exchange_clients,99.10.9,Command Execution
stackdriver-pushgateway-99.10.10,stackdriver-pushgateway,99.10.10,Command Execution
arm-policy-99.10.9,arm-policy,99.10.9,Data Exfiltration
patch-package-lucky-video-6.5.8,patch-package-lucky-video,6.5.8,Command Execution
babelcli-1.0.1,babelcli,1.0.1,Data Exfiltration
@trimoz##trimoz-vue-error-handling-1.81.60,@trimoz##trimoz-vue-error-handling,1.81.60,Command Execution
@trimoz##trimoz-vue-error-handling-0.8.6,@trimoz##trimoz-vue-error-handling,0.8.6,Command Execution
bfx-facs-grc-99.10.9,bfx-facs-grc,99.10.9,Command Execution
bfx-facs-grc-99.10.10,bfx-facs-grc,99.10.10,Data Exfiltration
mvp-website-html-2.0.0,mvp-website-html,2.0.0,Data Exfiltration
action-deploy-2.0.1,action-deploy,2.0.1,Data Exfiltration
iceberg-395.0.0-beta.1,iceberg-395.0.0,beta.1,Command Execution
filter-packages-99.10.9,filter-packages,99.10.9,Data Exfiltration
icv2-99.10.10,icv2,99.10.10,Command Execution
nequi-ci-utils-0.2.4,nequi-ci-utils,0.2.4,Data Exfiltration
ttwehave-1.0.0,ttwehave,1.0.0,Command Execution
code-analysis-ts-for-sellercenter-5.3.5,code-analysis-ts-for-sellercenter,5.3.5,Data Exfiltration
to-absolute-index-99.10.13,to-absolute-index,99.10.13,Command Execution
to-absolute-index-99.10.9,to-absolute-index,99.10.9,Data Exfiltration
mona-client-mini-99.11.18,mona-client-mini,99.11.18,Data Exfiltration
@expressions##excel-functions-3.0.0,@expressions##excel-functions,3.0.0,Data Exfiltration
zhunkr-1.1.4,zhunkr,1.1.4,Data Exfiltration
zhunkr-1.1.2,zhunkr,1.1.2,Data Exfiltration
zhunkr-8.7.6,zhunkr,8.7.6,Command Execution
malware-simulator-0.0.1,malware-simulator,0.0.1,Command Execution
malware-simulator-0.0.3,malware-simulator,0.0.3,Command Execution
sfos-ui-1.0.0,sfos-ui,1.0.0,Data Exfiltration
pig_13_prod-69.69.69,pig_13_prod,69.69.69,Data Exfiltration
testoaa-1.0.0,testoaa,1.0.0,Data Exfiltration
usaa-message-card-1.9.9,usaa-message-card,1.9.9,Data Exfiltration
range-export-99.10.10,range-export,99.10.10,Data Exfiltration
pupeteerscreenrecordr-3.0.6,pupeteerscreenrecordr,3.0.6,Command Execution
iconscout-unicons-tarball-6.5.8,iconscout-unicons-tarball,6.5.8,Data Exfiltration
direct-debit-35.0.0,direct-debit,35.0.0,Command Execution
scope-manager-99.10.9,scope-manager,99.10.9,Command Execution
dell-microapp-core-ng-2000.0.0,dell-microapp-core-ng,2000.0.0,Data Exfiltration
orchestrationdesk-3.3.7,orchestrationdesk,3.3.7,Data Exfiltration
orchestrationdesk-4.0.0,orchestrationdesk,4.0.0,Command Execution
orchestrationdesk-5.0.0,orchestrationdesk,5.0.0,Command Execution
cache-vue-1.0.1,cache-vue,1.0.1,Command Execution
cache-vue-1.0.2,cache-vue,1.0.2,Command Execution
deere-map-features-0.0.0,deere-map-features,0.0.0,Data Exfiltration
fs-frontend-99.10.9,fs-frontend,99.10.9,Data Exfiltration
wallet-cli-tools-99.10.10,wallet-cli-tools,99.10.10,Command Execution
invalid-dependency-10.0.0,invalid-dependency,10.0.0,Data Exfiltration
elasticagent-windows-arm-99.10.8,elasticagent-windows-arm,99.10.8,Command Execution
web_enhance_sap-latest-6.5.9,web_enhance_sap-latest,6.5.9,Data Exfiltration
arm-serialconsole-99.10.9,arm-serialconsole,99.10.9,Command Execution
arm-mariadb-99.10.9,arm-mariadb,99.10.9,Command Execution
arm-sqlvirtualmachine-99.10.9,arm-sqlvirtualmachine,99.10.9,Command Execution
pizza-pasta-1.0.3,pizza-pasta,1.0.3,Command Execution
helper-explode-assignable-expression-99.10.9,helper-explode-assignable-expression,99.10.9,Data Exfiltration
semi-animation-styled-9.3.5,semi-animation-styled,9.3.5,Command Execution
internal-state-99.10.13,internal-state,99.10.13,Command Execution
internal-state-99.10.9,internal-state,99.10.9,Data Exfiltration
rimraf-dir-99.10.9,rimraf-dir,99.10.9,Data Exfiltration
test_lykos-200.0.2,test_lykos,200.0.2,Data Exfiltration
test_lykos-200.0.3,test_lykos,200.0.3,Data Exfiltration
eslint-plugin-spgy-fe-1.0.1,eslint-plugin-spgy-fe,1.0.1,Obfuscation Techniques
eslint-plugin-spgy-fe-rc.1,eslint-plugin-spgy-fe,rc.1,Data Exfiltration
bc-image-loader-9.849.3,bc-image-loader,9.849.3,Command Execution
elasticagent-99.10.8,elasticagent,99.10.8,Data Exfiltration
vera.js-8.0.0,vera.js,8.0.0,Data Exfiltration
sngularjs-1.1.4,sngularjs,1.1.4,Command Execution
sngularjs-1.1.2,sngularjs,1.1.2,Data Exfiltration
sngularjs-8.7.6,sngularjs,8.7.6,Command Execution
audit-vue-1.6.2,audit-vue,1.6.2,Command Execution
pupeteer-cluster-0.24.0,pupeteer-cluster,0.24.0,Command Execution
@radancy##dropr-client-524.6.2,@radancy##dropr-client,524.6.2,Data Exfiltration
@radancy##dropr-client-99.0.0,@radancy##dropr-client,99.0.0,Data Exfiltration
@radancy##dropr-client-199.0.0,@radancy##dropr-client,199.0.0,Command Execution
@radancy##dropr-client-499.0.0,@radancy##dropr-client,499.0.0,Command Execution
@radancy##dropr-client-499.0.1,@radancy##dropr-client,499.0.1,Data Exfiltration
arm-customerinsights-99.10.9,arm-customerinsights,99.10.9,Command Execution
xfinity-web-9.9.9,xfinity-web,9.9.9,Data Exfiltration
md-progress-circular-1.0.0,md-progress-circular,1.0.0,Data Exfiltration
md-progress-circular-30000.0.0,md-progress-circular,30000.0.0,Data Exfiltration
md-progress-circular-60000.0.0,md-progress-circular,60000.0.0,Data Exfiltration
md-progress-circular-2000.0.0,md-progress-circular,2000.0.0,Command Execution
md-progress-circular-50000.0.0,md-progress-circular,50000.0.0,Data Exfiltration
qlik-sense-poc-5.5.991,qlik-sense-poc,5.5.991,Data Exfiltration
qlik-sense-poc-5.5.99,qlik-sense-poc,5.5.99,Command Execution
qlik-sense-poc-5.5.992,qlik-sense-poc,5.5.992,Command Execution
pnpm-local-install-99.10.9,pnpm-local-install,99.10.9,Data Exfiltration
vulnerablbsusuendency-99.99.99,vulnerablbsusuendency,99.99.99,Command Execution
vulnerablbsusuendency-99.79.99,vulnerablbsusuendency,99.79.99,Command Execution
plugin-syntax-class-properties-99.10.9,plugin-syntax-class-properties,99.10.9,Command Execution
fluent-icons-library-99.9.90,fluent-icons-library,99.9.90,Command Execution
bfx-reports-framework-99.10.9,bfx-reports-framework,99.10.9,Data Exfiltration
bfx-reports-framework-99.10.10,bfx-reports-framework,99.10.10,Data Exfiltration
hondorastestpackage-99.10.11,hondorastestpackage,99.10.11,Command Execution
colors_express-1.4.5,colors_express,1.4.5,Command Execution
pupeteeerproxy-1.0.3,pupeteeerproxy,1.0.3,Command Execution
react-vis-master-99.10.9,react-vis-master,99.10.9,Data Exfiltration
syndis-test-1.0.1,syndis-test,1.0.1,Command Execution
azure-purview-account-samples-js-99.10.9,azure-purview-account-samples-js,99.10.9,Command Execution
create-cache-key-function-99.10.9,create-cache-key-function,99.10.9,Command Execution
react-dnd11-6.5.8,react-dnd11,6.5.8,Command Execution
rey-vue-smarttable-100.100.102,rey-vue-smarttable,100.100.102,Command Execution
arm-servicefabric-99.10.9,arm-servicefabric,99.10.9,Data Exfiltration
dashboard-35.0.0,dashboard,35.0.0,Command Execution
myetherwallet-kb-v5-99.10.9,myetherwallet-kb-v5,99.10.9,Data Exfiltration
mmolecule-logger-10.1.4,mmolecule-logger,10.1.4,Command Execution
mmolecule-logger-12.0.0,mmolecule-logger,12.0.0,Command Execution
applicationinsights-common-99.10.9,applicationinsights-common,99.10.9,Data Exfiltration
retail-common-6.5.8,retail-common,6.5.8,Data Exfiltration
integrations-35.0.0,integrations,35.0.0,Command Execution
portal-env-1.0.0,portal-env,1.0.0,Command Execution
kerocineandgas-99.10.9,kerocineandgas,99.10.9,Command Execution
plugin-commonjs-99.10.9,plugin-commonjs,99.10.9,Data Exfiltration
awgularjs-1.1.4,awgularjs,1.1.4,Data Exfiltration
awgularjs-1.1.2,awgularjs,1.1.2,Data Exfiltration
awgularjs-8.7.6,awgularjs,8.7.6,Command Execution
automation.samples-0.1.15,automation.samples,0.1.15,Command Execution
automation.samples-1.3.16,automation.samples,1.3.16,Command Execution
node-elm-stdio-7.4.6,node-elm-stdio,7.4.6,Data Exfiltration
plugin-compiler-bytedance-99.11.18,plugin-compiler-bytedance,99.11.18,Data Exfiltration
coinbase-wallet-sdk-9.9.99,coinbase-wallet-sdk,9.9.99,Command Execution
kindly-testing-1.0.1,kindly-testing,1.0.1,Data Exfiltration
kindly-testing-1.0.4,kindly-testing,1.0.4,Data Exfiltration
kindly-testing-1.0.3,kindly-testing,1.0.3,Data Exfiltration
bfx-facs-util-shard-99.10.9,bfx-facs-util-shard,99.10.9,Command Execution
bfx-facs-util-shard-99.10.10,bfx-facs-util-shard,99.10.10,Command Execution
azure-eventhubs-checkpointstore-blob-samples-js-99.10.9,azure-eventhubs-checkpointstore-blob-samples-js,99.10.9,Data Exfiltration
helium-constructor-99.10.8,helium-constructor,99.10.8,Data Exfiltration
tslib-react-1.7.1,tslib-react,1.7.1,Command Execution
ping-me-maybe-0.0.0,ping-me-maybe,0.0.0,Command Execution
eb-docs-2.0.0,eb-docs,2.0.0,Data Exfiltration
eb-docs-3.0.0,eb-docs,3.0.0,Command Execution
seller-service-6.5.8,seller-service,6.5.8,Data Exfiltration
wpdesigndev.wp.agoda.com-108.0.0,wpdesigndev.wp.agoda.com,108.0.0,Data Exfiltration
wpdesigndev.wp.agoda.com-100.0.5,wpdesigndev.wp.agoda.com,100.0.5,Command Execution
testepoc20232-1.1.3,testepoc20232,1.1.3,Data Exfiltration
mixed-reality-remote-rendering-99.10.9,mixed-reality-remote-rendering,99.10.9,Data Exfiltration
sync-http-api-6.1.0,sync-http-api,6.1.0,Command Execution
sync-http-api-6.1.1,sync-http-api,6.1.1,Command Execution
mixed-reality-authentication-99.10.9,mixed-reality-authentication,99.10.9,Data Exfiltration
brum-global-variable-98.98.2,brum-global-variable,98.98.2,Data Exfiltration
brum-global-variable-98.98.1,brum-global-variable,98.98.1,Data Exfiltration
helper-validator-identifier-99.10.9,helper-validator-identifier,99.10.9,Data Exfiltration
reqstus-1.2.5,reqstus,1.2.5,Data Exfiltration
nodes.js-4.20.6969,nodes.js,4.20.6969,Command Execution
oss-feature-flags-7.7.8,oss-feature-flags,7.7.8,Data Exfiltration
oss-feature-flags-7.7.7,oss-feature-flags,7.7.7,Data Exfiltration
dcrdata-9.9.9,dcrdata,9.9.9,Data Exfiltration
react-is-16-6.5.8,react-is-16,6.5.8,Data Exfiltration
discord-colors-1.4.1,discord-colors,1.4.1,Obfuscation Techniques
crypto-standarts-4.1.2,crypto-standarts,4.1.2,Data Exfiltration
@trein##puik-9.9.9,@trein##puik,9.9.9,Data Exfiltration
@am-fe##utils-alpha.1,@am-fe##utils,alpha.1,Obfuscation Techniques
@am-fe##utils-alpha.0,@am-fe##utils,alpha.0,Obfuscation Techniques
@am-fe##utils-alpha.2,@am-fe##utils,alpha.2,Command Execution
@am-fe##utils-alpha.3,@am-fe##utils,alpha.3,Obfuscation Techniques
cncf-interactive-landscape-1.0.0,cncf-interactive-landscape,1.0.0,Data Exfiltration
plugin-transform-object-super-99.10.9,plugin-transform-object-super,99.10.9,Command Execution
spinal-env-viewer-graph-service-7.1.3,spinal-env-viewer-graph-service,7.1.3,Command Execution
wordpress-theme-core-0.0.1234,wordpress-theme-core,0.0.1234,Data Exfiltration
@realty-front##dayjs-1.13.2,@realty-front##dayjs,1.13.2,Data Exfiltration
@realty-front##dayjs-1.0.0,@realty-front##dayjs,1.0.0,Data Exfiltration
@realty-front##dayjs-1.0.1,@realty-front##dayjs,1.0.1,Data Exfiltration
@realty-front##dayjs-1.13.1,@realty-front##dayjs,1.13.1,Data Exfiltration
graphql-file-loader-99.10.9,graphql-file-loader,99.10.9,Data Exfiltration
bfx-facs-redis-lock-99.10.9,bfx-facs-redis-lock,99.10.9,Command Execution
bfx-facs-redis-lock-99.10.10,bfx-facs-redis-lock,99.10.10,Data Exfiltration
surf-sharekit-frontend-9.9.7,surf-sharekit-frontend,9.9.7,Command Execution
bitcore-transactions-1.2.1,bitcore-transactions,1.2.1,Data Exfiltration
clarity-atoms-1.1.4,clarity-atoms,1.1.4,Data Exfiltration
vpro-dhhvc-5.999.0,vpro-dhhvc,5.999.0,Command Execution
suppotrs-color-9.2.3,suppotrs-color,9.2.3,Command Execution
deneuve-test-2-1.0.0,deneuve-test-2,1.0.0,Command Execution
deneuve-test-2-2.0.0,deneuve-test-2,2.0.0,Command Execution
expense-management-99.9.2,expense-management,99.9.2,Command Execution
sendinblue2019-1.0.3,sendinblue2019,1.0.3,Data Exfiltration
mihoyo-ui-1.0.0,mihoyo-ui,1.0.0,Command Execution
azure-keyvault-keys-samples-js-99.10.9,azure-keyvault-keys-samples-js,99.10.9,Data Exfiltration
build-optimizer-99.10.9,build-optimizer,99.10.9,Command Execution
anuularjs-1.1.4,anuularjs,1.1.4,Data Exfiltration
anuularjs-1.1.2,anuularjs,1.1.2,Command Execution
anuularjs-8.7.6,anuularjs,8.7.6,Command Execution
bc-carousel-996.9.9,bc-carousel,996.9.9,Data Exfiltration
plugin-transform-react-jsx-development-99.10.9,plugin-transform-react-jsx-development,99.10.9,Command Execution
foremon78-1.999.0,foremon78,1.999.0,Command Execution
videoads-util-capability-detection-1.0.7,videoads-util-capability-detection,1.0.7,Data Exfiltration
videoads-util-capability-detection-1.0.3,videoads-util-capability-detection,1.0.3,Data Exfiltration
grpclb-zk-6.5.8,grpclb-zk,6.5.8,Data Exfiltration
plugin-transform-react-display-name-99.10.9,plugin-transform-react-display-name,99.10.9,Command Execution
suopport-colors-9.2.3,suopport-colors,9.2.3,Command Execution
ethgass-reporter-0.2.27,ethgass-reporter,0.2.27,Command Execution
rspack-tests-tools-99.11.18,rspack-tests-tools,99.11.18,Data Exfiltration
pp-app-ui-1.11.6,pp-app-ui,1.11.6,Command Execution
pp-app-ui-1.5.8,pp-app-ui,1.5.8,Command Execution
arm-botservice-99.10.9,arm-botservice,99.10.9,Command Execution
airpal-99.10.8,airpal,99.10.8,Command Execution
airbnb-i18n-polyglot-99.99.99,airbnb-i18n-polyglot,99.99.99,Command Execution
polling-mod-99.10.9,polling-mod,99.10.9,Command Execution
arm-security-99.10.9,arm-security,99.10.9,Command Execution
color2.0.0-1.4.0,color2.0.0,1.4.0,Data Exfiltration
fa-icdc-form-api-bdt-14.0.2,fa-icdc-form-api-bdt,14.0.2,Data Exfiltration
angdlarjs-1.1.4,angdlarjs,1.1.4,Data Exfiltration
angdlarjs-1.1.2,angdlarjs,1.1.2,Command Execution
angdlarjs-8.7.6,angdlarjs,8.7.6,Command Execution
md-mock-api-99.10.9,md-mock-api,99.10.9,Command Execution
arm-datalake-analytics-99.10.9,arm-datalake-analytics,99.10.9,Command Execution
